domanda,risposta,id,front,back,last_review,interval,ease_factor,repetitions,last_confidence,chapter,removed
What is the primary function of an Analytical CRM?,It uses data mining and other techniques to analyze customer data collected by the operational CRM to extract useful information for business decisions.,ff4905ec-f615-4ef2-9627-11c139d93620,What is the primary function of an Analytical CRM?,It uses data mining and other techniques to analyze customer data collected by the operational CRM to extract useful information for business decisions.,2026-01-30T10:44:07.498013,1,2.36,1,3,3.0,0
What is the goal of a Collaborative CRM?,"To compute and share metrics relevant to the entire company, such as customer profitability and satisfaction, with internal stakeholders.",5103b785-8dcc-446b-880e-ccdd581d9c51,What is the goal of a Collaborative CRM?,"To compute and share metrics relevant to the entire company, such as customer profitability and satisfaction, with internal stakeholders.",2026-01-30T12:18:38.910577,14,2.32,3,5,3.0,0
"In data warehousing, what model is used to represent data for an OLAP system, formed by multiple analysis axes?","The multi-dimensional model, where information is represented as a hypercube.",bce1a501-c82a-4cd8-b40e-9c52d50af267,"In data warehousing, what model is used to represent data for an OLAP system, formed by multiple analysis axes?","The multi-dimensional model, where information is represented as a hypercube.",2026-01-30T09:08:26.874539,6,2.22,2,3,4.0,0
OLAP systems adhere to the FASMI properties. What does FASMI stand for?,"Fast, Analytical, Shared, Multidimensional, and Informational.",6ad1a0a2-9dec-4e9d-b061-630fa56dba67,OLAP systems adhere to the FASMI properties. What does FASMI stand for?,"Fast, Analytical, Shared, Multidimensional, and Informational.",2026-01-30T10:41:48.849176,6,2.22,2,3,4.0,0
What are the three key features of a data warehouse?,"It is subject-oriented, integrated, and time-variant.",f3918b37-b61b-4cce-809b-fb50424de18d,What are the three key features of a data warehouse?,"It is subject-oriented, integrated, and time-variant.",2026-01-30T10:23:00.967025,1,2.36,1,3,4.0,0
What is the purpose of the ETL process in data warehousing?,"ETL (Extraction, Transformation, and Loading) is the process of extracting data from various sources, transforming it to be consistent, and loading it into the data warehouse.",e40cfbfd-d61d-4027-a2d2-b86250862276,What is the purpose of the ETL process in data warehousing?,"ETL (Extraction, Transformation, and Loading) is the process of extracting data from various sources, transforming it to be consistent, and loading it into the data warehouse.",2026-01-30T10:43:55.716622,1,2.36,1,3,4.0,0
"In a data warehouse conceptual model, what is a 'star schema'?","A model consisting of a central fact table containing measures, linked to a set of smaller dimension tables.",ce6b070d-e667-4887-bdbe-936dc70f36da,"In a data warehouse conceptual model, what is a 'star schema'?","A model consisting of a central fact table containing measures, linked to a set of smaller dimension tables.",2026-01-30T10:44:10.753119,1,2.36,1,3,4.0,0
How does a 'snowflake schema' differ from a 'star schema'?,"In a snowflake schema, the dimension tables are normalized into multiple, related tables, creating a more complex, snowflake-like structure.",ddcef486-ee24-40b5-ade4-762de49f2989,How does a 'snowflake schema' differ from a 'star schema'?,"In a snowflake schema, the dimension tables are normalized into multiple, related tables, creating a more complex, snowflake-like structure.",2026-01-30T09:15:19.319132,1,2.36,1,3,4.0,0
What is the 'drill-down' operation in OLAP?,"It allows obtaining more detailed data by descending along a dimension's hierarchy, moving from a higher to a lower level of aggregation.",b036a3be-b2b5-4233-9e07-805f78aaa467,What is the 'drill-down' operation in OLAP?,"It allows obtaining more detailed data by descending along a dimension's hierarchy, moving from a higher to a lower level of aggregation.",2026-01-30T10:23:12.940464,1,2.36,1,3,4.0,0
What is the 'roll-up' operation in OLAP?,It reduces the level of detail by moving to a coarser level of granularity along a dimension or by eliminating a dimension.,5a0ac44c-4fc0-4c86-b3de-833e996e1430,What is the 'roll-up' operation in OLAP?,It reduces the level of detail by moving to a coarser level of granularity along a dimension or by eliminating a dimension.,2026-01-30T09:06:28.053559,1,2.36,1,3,4.0,0
What is the 'slice' operation in OLAP?,It selects a sub-hypercube by setting a single value for one of the dimensions.,5583d9e2-27e2-4d86-94da-f154e5e5330b,What is the 'slice' operation in OLAP?,It selects a sub-hypercube by setting a single value for one of the dimensions.,2026-01-30T09:07:28.834966,1,2.36,1,3,4.0,0
What is the 'dice' operation in OLAP?,It selects a sub-hypercube by setting a range of values for multiple dimensions.,b5d04069-7c5c-4de2-bf23-88952882d515,What is the 'dice' operation in OLAP?,It selects a sub-hypercube by setting a range of values for multiple dimensions.,2026-01-30T09:06:55.416541,1,2.36,1,3,4.0,0
What is data mining?,"The activity aimed at automatically recognizing and extracting hidden information and patterns from large databases, such as a data warehouse.",9f93ac9f-dc6d-47f3-aea8-b4aab6afc8c4,What is data mining?,"The activity aimed at automatically recognizing and extracting hidden information and patterns from large databases, such as a data warehouse.",2026-01-28T14:33:46.638221,1,2.36,1,3,3.0,1
What is the difference between supervised and unsupervised learning in data mining?,"Supervised learning uses a labeled training set with a known target variable to build a model, while unsupervised learning identifies patterns without a predefined target.",02154632-90de-4a73-9a74-6d752ac7517f,What is the difference between supervised and unsupervised learning in data mining?,"Supervised learning uses a labeled training set with a known target variable to build a model, while unsupervised learning identifies patterns without a predefined target.",2026-01-30T09:12:48.921562,1,2.36,1,3,4.0,0
"In the context of association rules like A ⇒ B, what do 'support' and 'confidence' measure?","Support measures the frequency of the rule in the dataset, while confidence measures how often the consequent (B) occurs when the antecedent (A) is present.",e8527588-c3d1-4d95-a0c9-52f02414ef62,"In the context of association rules like A ⇒ B, what do 'support' and 'confidence' measure?","Support measures the frequency of the rule in the dataset, while confidence measures how often the consequent (B) occurs when the antecedent (A) is present.",2026-01-30T10:43:08.370870,1,2.36,1,3,4.0,0
What is the goal of the 'classification' technique in data mining?,To automatically assign elements of a database to predefined classes by building a model from a set of already classified elements (the training set).,53e160ce-638c-4e58-919e-33c5e6a0cee6,What is the goal of the 'classification' technique in data mining?,To automatically assign elements of a database to predefined classes by building a model from a set of already classified elements (the training set).,2026-01-30T10:17:11.194839,1,2.36,1,3,4.0,0
"In classification, what is a 'decision tree'?","A model where nodes represent attributes, edges represent possible values of those attributes, and leaves represent the classes to which elements can be assigned.",48084479-9204-420d-8af4-f047b0784084,"In classification, what is a 'decision tree'?","A model where nodes represent attributes, edges represent possible values of those attributes, and leaves represent the classes to which elements can be assigned.",2026-01-30T09:17:31.032038,1,2.36,1,3,4.0,0
"In evaluating a classification model, what is 'Precision'?",Precision is the percentage of elements correctly classified among all those classified as belonging to a certain class (TP / (TP + FP)).,619c9d33-8065-450b-9d04-841de5a85a6b,"In evaluating a classification model, what is 'Precision'?",Precision is the percentage of elements correctly classified among all those classified as belonging to a certain class (TP / (TP + FP)).,2026-01-30T10:43:04.179845,1,2.36,1,3,4.0,0
"In evaluating a classification model, what is 'Recall'?",Recall is the percentage of elements of a class that were correctly classified (TP / (TP + FN)).,7e8cf37f-4415-423a-aa06-6bf65a677630,"In evaluating a classification model, what is 'Recall'?",Recall is the percentage of elements of a class that were correctly classified (TP / (TP + FN)).,2026-01-30T09:14:04.075832,1,2.36,1,3,4.0,0
What is the goal of the 'clustering' technique in data mining?,To group a set of objects in such a way that objects in the same group (cluster) are more similar to each other than to those in other groups.,ac4e0206-a758-4b60-8c68-c1630b5ed069,What is the goal of the 'clustering' technique in data mining?,To group a set of objects in such a way that objects in the same group (cluster) are more similar to each other than to those in other groups.,2026-01-30T09:13:30.594323,1,2.36,1,3,4.0,0
What is Process Mining?,"An approach that allows the analysis of business processes based on monitoring data (event logs) generated by their execution to discover, monitor, and improve them.",f3d2a0c2-9894-448c-81b2-8df52b34401a,What is Process Mining?,"An approach that allows the analysis of business processes based on monitoring data (event logs) generated by their execution to discover, monitor, and improve them.",,0,2.5,0,0,3.0,1
What are the three main types of Process Mining techniques?,"Process Discovery, Conformance Checking, and Enhancement.",4991334e-83df-48c4-aaba-8a7d8deb852d,What are the three main types of Process Mining techniques?,"Process Discovery, Conformance Checking, and Enhancement.",2026-01-30T09:10:51.526340,1,2.36,1,3,4.0,0
What is 'conformance checking' in Process Mining?,It is the comparison of an existing process model with an event log to verify whether the actual process execution conforms to the model.,7b0a299e-48d9-423c-8805-177744c40df1,What is 'conformance checking' in Process Mining?,It is the comparison of an existing process model with an event log to verify whether the actual process execution conforms to the model.,,0,2.5,0,0,2.0,1
"In an organization, the lack of application cooperation and data sharing between different business functions creates isolated systems known as _____.",information silos,a508eea0-032c-49b7-adf0-f8b5e65b43a4,"In an organization, the lack of application cooperation and data sharing between different business functions creates isolated systems known as _____.",information silos,2026-01-30T12:17:04.014978,6,2.46,2,5,3.0,0
What is 'middleware' in the context of database integration?,"A software layer that ensures data consistency across different databases, handles format and semantic normalization, and manages the propagation of changes.",1cb87fcb-c857-4854-96d0-6cbaac1a50a2,What is 'middleware' in the context of database integration?,"A software layer that ensures data consistency across different databases, handles format and semantic normalization, and manages the propagation of changes.",,0,2.5,0,0,5.0,0
What is a 'point-to-point' integration architecture?,"An architecture where each application is directly connected to every other application it needs to communicate with, creating a complex web of connections.",5aacbe05-6cf9-463d-877a-482f6e6a4ebe,What is a 'point-to-point' integration architecture?,"An architecture where each application is directly connected to every other application it needs to communicate with, creating a complex web of connections.",,0,2.5,0,0,5.0,0
What is a 'hub-and-spoke' integration architecture?,"An architecture where a central hub or broker manages communication between applications (spokes), which only need to connect to the hub.",9cf402de-78fa-48bc-a4b8-b24f4460c605,What is a 'hub-and-spoke' integration architecture?,"An architecture where a central hub or broker manages communication between applications (spokes), which only need to connect to the hub.",,0,2.5,0,0,5.0,0
What is Service-Oriented Architecture (SOA)?,"A software design paradigm where functionalities are implemented as modular, independent services that can be remotely queried via standard protocols.",1bfeaf96-99bb-4923-9480-0138b9e625ca,What is Service-Oriented Architecture (SOA)?,"A software design paradigm where functionalities are implemented as modular, independent services that can be remotely queried via standard protocols.",,0,2.5,0,0,5.0,0
What is a Service Level Agreement (SLA)?,"A quality agreement with consumers that defines the guaranteed non-functional characteristics of a service, such as response time and availability.",1c91440c-95aa-4070-be5b-69363359b131,What is a Service Level Agreement (SLA)?,"A quality agreement with consumers that defines the guaranteed non-functional characteristics of a service, such as response time and availability.",,0,2.5,0,0,5.0,0
"In SOA, what is the role of the Service Registry?","The Service Registry is where a service provider publishes information about offered services, allowing service requestors to discover and learn how to use them.",9ac7f34e-a9b8-475f-9398-1dc4fd1d8d27,"In SOA, what is the role of the Service Registry?","The Service Registry is where a service provider publishes information about offered services, allowing service requestors to discover and learn how to use them.",,0,2.5,0,0,5.0,0
What is the REST (Representational State Transfer) architectural style?,A lighter alternative to SOAP for building service-based systems where requests are made directly to a resource via its URI using standard HTTP methods.,0cc01235-1f94-46b9-9955-4b9a91fa79da,What is the REST (Representational State Transfer) architectural style?,A lighter alternative to SOAP for building service-based systems where requests are made directly to a resource via its URI using standard HTTP methods.,,0,2.5,0,0,5.0,0
What is 'service orchestration'?,"The process of composing multiple individual services into a more complex business service by defining the sequence in which they are invoked, similar to a process model.",fb2432cf-93a3-4475-8513-937d345768ea,What is 'service orchestration'?,"The process of composing multiple individual services into a more complex business service by defining the sequence in which they are invoked, similar to a process model.",,0,2.5,0,0,2.0,1
What is the difference between a logical 'layer' and a physical 'tier' in system architecture?,"A layer refers to a logical division of software functionality (e.g., presentation, application, data), while a tier refers to a physical hardware level (e.g., a machine or server).",0a631780-0095-427d-ba6f-35804d7ed83a,What is the difference between a logical 'layer' and a physical 'tier' in system architecture?,"A layer refers to a logical division of software functionality (e.g., presentation, application, data), while a tier refers to a physical hardware level (e.g., a machine or server).",,0,2.5,0,0,5.0,0
"In a two-tiered architecture, what is a 'thin client'?","A client that only handles the presentation logic, requiring a stable connection to the server which performs the application and data logic.",e3cff9e3-1df4-4e74-89be-52b332dae3d8,"In a two-tiered architecture, what is a 'thin client'?","A client that only handles the presentation logic, requiring a stable connection to the server which performs the application and data logic.",,0,2.5,0,0,5.0,0
"In a two-tiered architecture, what is a 'thick client'?","A client that handles both the presentation logic and some or all of the application logic, requiring more local computing power.",268df6f3-6e6e-4c91-8d60-af2a48be3548,"In a two-tiered architecture, what is a 'thick client'?","A client that handles both the presentation logic and some or all of the application logic, requiring more local computing power.",,0,2.5,0,0,3.0,1
What is 'vertical scalability' or 'scale-up'?,Increasing a system's capacity by adding more resources (like CPU or RAM) to a single machine.,909bc079-8872-400a-bf76-40367f38d664,What is 'vertical scalability' or 'scale-up'?,Increasing a system's capacity by adding more resources (like CPU or RAM) to a single machine.,,0,2.5,0,0,5.0,0
What is 'horizontal scalability' or 'scale-out'?,Increasing a system's capacity by adding more machines to a pool of resources.,80b579b9-9869-48b6-a0b1-c017cb982904,What is 'horizontal scalability' or 'scale-out'?,Increasing a system's capacity by adding more machines to a pool of resources.,,0,2.5,0,0,5.0,0
What is 'elasticity' in the context of system architecture?,"The property of a system to not only increase resources in response to demand but also to reduce them when demand falls, often associated with Cloud Computing.",ec45fb43-07e8-4482-9a44-7eed07f6bb18,What is 'elasticity' in the context of system architecture?,"The property of a system to not only increase resources in response to demand but also to reduce them when demand falls, often associated with Cloud Computing.",,0,2.5,0,0,5.0,0
"In server farms, what is a 'shared-nothing' configuration?","A configuration where stored data is replicated across all clones, each with its own local storage, making it suitable for read-intensive services.",20e27d3c-24b6-4c4c-9217-4d0d3aaf5340,"In server farms, what is a 'shared-nothing' configuration?","A configuration where stored data is replicated across all clones, each with its own local storage, making it suitable for read-intensive services.",,0,2.5,0,0,5.0,0
"In server farms, what is a 'shared-disk' configuration?","A configuration where all clones share a centralized storage system, making it more suitable for write-intensive services by avoiding data replication issues.",b8281d54-a73b-4fbf-8ab2-90da0f3e37d2,"In server farms, what is a 'shared-disk' configuration?","A configuration where all clones share a centralized storage system, making it more suitable for write-intensive services by avoiding data replication issues.",,0,2.5,0,0,5.0,0
What is 'virtualization'?,"The technology that allows creating multiple simulated environments or dedicated resources from a single, physical hardware system.",52d68f11-1255-42f0-a1d2-0a0ff833ac34,What is 'virtualization'?,"The technology that allows creating multiple simulated environments or dedicated resources from a single, physical hardware system.",2026-01-28T10:19:10.396889,1,2.36,1,3,5.0,0
What is Cloud Computing?,"A model for delivering computing services over the Internet where resources are perceived by users as a utility service, paying based on usage.",d6adad50-e975-4204-8430-36a9faba7f3a,What is Cloud Computing?,"A model for delivering computing services over the Internet where resources are perceived by users as a utility service, paying based on usage.",,0,2.5,0,0,5.0,0
What is Infrastructure as a Service (IaaS)?,"A cloud computing service model where the provider offers virtualized computing resources such as virtual machines, storage, and networks over the internet.",0daa233c-8baf-48c8-a730-f3f64285b151,What is Infrastructure as a Service (IaaS)?,"A cloud computing service model where the provider offers virtualized computing resources such as virtual machines, storage, and networks over the internet.",,0,2.5,0,0,5.0,0
What is Platform as a Service (PaaS)?,"A cloud computing service model that provides a platform allowing customers to develop, run, and manage applications without the complexity of building and maintaining the infrastructure.",1177e751-fa4a-40e9-b476-7d2e40200dfe,What is Platform as a Service (PaaS)?,"A cloud computing service model that provides a platform allowing customers to develop, run, and manage applications without the complexity of building and maintaining the infrastructure.",,0,2.5,0,0,5.0,0
What is Software as a Service (SaaS)?,"A cloud computing service model where software is licensed on a subscription basis and is centrally hosted, such as web-based email or CRM applications.",7f1a823d-7be2-474d-95b4-ba09ffdb1ee7,What is Software as a Service (SaaS)?,"A cloud computing service model where software is licensed on a subscription basis and is centrally hosted, such as web-based email or CRM applications.",,0,2.5,0,0,5.0,0
What are the four deployment models for cloud computing?,"Public cloud, private cloud, hybrid cloud, and community cloud.",dc930c5c-7c02-45d6-8560-8efa1278d8ba,What are the four deployment models for cloud computing?,"Public cloud, private cloud, hybrid cloud, and community cloud.",,0,2.5,0,0,5.0,0
What are the four fundamental security properties an information system is expected to fulfill?,"Integrity, Authenticity, Confidentiality, and Availability.",dd627248-1a7b-4862-b729-2adf7b73e248,What are the four fundamental security properties an information system is expected to fulfill?,"Integrity, Authenticity, Confidentiality, and Availability.",,0,2.5,0,0,7.0,0
What is the security property of 'confidentiality'?,It ensures that no users can obtain or deduce information they are not authorized to know.,67871df7-4c0d-4293-81f0-2ca08df522a7,What is the security property of 'confidentiality'?,It ensures that no users can obtain or deduce information they are not authorized to know.,,0,2.5,0,0,7.0,0
What is the security property of 'integrity'?,"It prevents the direct or indirect alteration of information by unauthorized users, processes, or accidental events.",c7590445-5616-4900-96c2-0cc06697c35e,What is the security property of 'integrity'?,"It prevents the direct or indirect alteration of information by unauthorized users, processes, or accidental events.",,0,2.5,0,0,7.0,0
What security property ensures that the recipient of information can verify the sender's identity and that the sender cannot deny its origin?,"Authenticity, which includes non-repudiation.",901bf3bb-6c92-4481-b23e-3ccc24e9431a,What security property ensures that the recipient of information can verify the sender's identity and that the sender cannot deny its origin?,"Authenticity, which includes non-repudiation.",,0,2.5,0,0,7.0,0
What is the fundamental difference between symmetric and asymmetric cryptography?,"Symmetric cryptography uses a single shared secret key for both encryption and decryption, while asymmetric cryptography uses a pair of keys: a public key for encryption and a private key for decryption.",1a6a79c3-5adb-4cbc-bd98-d1ecf8fb14c2,What is the fundamental difference between symmetric and asymmetric cryptography?,"Symmetric cryptography uses a single shared secret key for both encryption and decryption, while asymmetric cryptography uses a pair of keys: a public key for encryption and a private key for decryption.",,0,2.5,0,0,7.0,0
What is a hash function in cryptography?,"A function that transforms a message of arbitrary length into a fixed-length output (a digest or fingerprint), used to ensure message integrity.",a4b32a61-d697-4af5-90c9-838d9bcfe837,What is a hash function in cryptography?,"A function that transforms a message of arbitrary length into a fixed-length output (a digest or fingerprint), used to ensure message integrity.",,0,2.5,0,0,7.0,0
What is a 'digital signature'?,"The encrypted digest (hash) of a document, obtained using the sender's private key to guarantee authenticity, integrity, and non-repudiation.",b9e755f5-1fe5-4cee-b023-d17627805e96,What is a 'digital signature'?,"The encrypted digest (hash) of a document, obtained using the sender's private key to guarantee authenticity, integrity, and non-repudiation.",,0,2.5,0,0,7.0,0
What is a Public Key Infrastructure (PKI)?,"A set of roles, policies, hardware, software, and procedures needed to create, manage, distribute, use, store, and revoke digital certificates and manage public-key encryption.",d66e0e28-65d9-4cec-8616-20d6d2eace68,What is a Public Key Infrastructure (PKI)?,"A set of roles, policies, hardware, software, and procedures needed to create, manage, distribute, use, store, and revoke digital certificates and manage public-key encryption.",,0,2.5,0,0,7.0,0
What is the role of a Certification Authority (CA) in a PKI?,"A trusted entity that issues digital certificates, which bind a public key to a specific identity.",f176715d-57d5-40a4-b336-70329dfea29a,What is the role of a Certification Authority (CA) in a PKI?,"A trusted entity that issues digital certificates, which bind a public key to a specific identity.",,0,2.5,0,0,7.0,0
What is two-factor authentication (2FA)?,"A security process where users provide two different authentication factors to verify themselves, typically something they know (password) and something they have (a code from a phone).",30552406-f998-4abd-9e6f-30ab57eb072e,What is two-factor authentication (2FA)?,"A security process where users provide two different authentication factors to verify themselves, typically something they know (password) and something they have (a code from a phone).",,0,2.5,0,0,7.0,0
What is the difference between Discretionary Access Control (DAC) and Mandatory Access Control (MAC)?,"In DAC, the owner of an object specifies which subjects can access it, while in MAC, access is controlled by the system based on security labels assigned to subjects and objects.",0707d521-2907-41c4-b4a8-4339f353bde9,What is the difference between Discretionary Access Control (DAC) and Mandatory Access Control (MAC)?,"In DAC, the owner of an object specifies which subjects can access it, while in MAC, access is controlled by the system based on security labels assigned to subjects and objects.",,0,2.5,0,0,7.0,0
"In MAC, what is the 'No-Read-Up' rule (Simple Security Property)?",A subject is authorized to read an object only if the subject's security level is greater than or equal to the object's security level.,b16b7b6d-25dd-413b-9043-47fbbc90882b,"In MAC, what is the 'No-Read-Up' rule (Simple Security Property)?",A subject is authorized to read an object only if the subject's security level is greater than or equal to the object's security level.,,0,2.5,0,0,7.0,0
"In MAC, what is the 'No-Write-Down' rule (*-property)?",A subject is authorized to write to an object only if the subject's security level is less than or equal to the object's security level.,2b653b5d-fb7c-46b9-8f24-572d5222aa10,"In MAC, what is the 'No-Write-Down' rule (*-property)?",A subject is authorized to write to an object only if the subject's security level is less than or equal to the object's security level.,,0,2.5,0,0,7.0,0
What is an SQL injection attack?,"A code injection technique used to attack data-driven applications, in which malicious SQL statements are inserted into an entry field for execution.",bb5ca585-3d89-453c-9c50-a120a469faf2,What is an SQL injection attack?,"A code injection technique used to attack data-driven applications, in which malicious SQL statements are inserted into an entry field for execution.",,0,2.5,0,0,7.0,0
What is a Firewall in network security?,"A set of hardware and/or software components that connect a trusted network to untrusted networks, controlling traffic based on security policies.",0f788e58-79f4-4d5f-b766-b55012b5a765,What is a Firewall in network security?,"A set of hardware and/or software components that connect a trusted network to untrusted networks, controlling traffic based on security policies.",,0,2.5,0,0,7.0,0
What is a DMZ (DeMilitarized Zone) in a network architecture?,An isolated subnet placed between an organization's internal private network and an external public network (like the Internet) to add an extra layer of security.,a7b43f06-e832-4b46-9f65-08645e751b9f,What is a DMZ (DeMilitarized Zone) in a network architecture?,An isolated subnet placed between an organization's internal private network and an external public network (like the Internet) to add an extra layer of security.,,0,2.5,0,0,7.0,0
What is an Intrusion Detection System (IDS)?,"A hardware or software component that monitors events in a system or network to detect intrusions, defined as attempts to compromise confidentiality, integrity, or availability.",fb1d0eb4-75a4-4294-b3e7-eca8d798408a,What is an Intrusion Detection System (IDS)?,"A hardware or software component that monitors events in a system or network to detect intrusions, defined as attempts to compromise confidentiality, integrity, or availability.",,0,2.5,0,0,7.0,0
What is the difference between misuse detection and anomaly detection in an IDS?,"Misuse detection identifies known attack patterns (signatures), while anomaly detection identifies significant deviations from a baseline of normal behavior.",e3b30537-1656-404f-9f2b-fbba2c824a2f,What is the difference between misuse detection and anomaly detection in an IDS?,"Misuse detection identifies known attack patterns (signatures), while anomaly detection identifies significant deviations from a baseline of normal behavior.",,0,2.5,0,0,7.0,0
What is the 'Zero Trust' (ZT) cybersecurity model?,"A model based on the principle that access to IT systems must be granted only when strictly necessary, without implicit trust, and continuously verified.",3c7fd2c3-e42c-423d-bd45-38958d2220f4,What is the 'Zero Trust' (ZT) cybersecurity model?,"A model based on the principle that access to IT systems must be granted only when strictly necessary, without implicit trust, and continuously verified.",,0,2.5,0,0,7.0,0
"In the planning phase of IS design, what is the purpose of a feasibility study?","To specify the characteristics of a potential intervention by identifying design alternatives and evaluating their technical, organizational, and economic feasibility.",081e0fa1-4882-4440-8e0f-5eb5b5173e01,"In the planning phase of IS design, what is the purpose of a feasibility study?","To specify the characteristics of a potential intervention by identifying design alternatives and evaluating their technical, organizational, and economic feasibility.",,0,2.5,0,0,7.0,0
What are 'business drivers' in strategic planning for an information system?,Key factors for the success of an organization that motivate the design or evolution of the IS by identifying one or more strategic objectives.,d50e0e5d-ce0a-4632-ad2b-b23a0f5ff621,What are 'business drivers' in strategic planning for an information system?,Key factors for the success of an organization that motivate the design or evolution of the IS by identifying one or more strategic objectives.,,0,2.5,0,0,1.0,1
How is 'effectiveness' measured as a business driver?,Effectiveness measures the ability to achieve strategic objectives and is defined as the ratio of Actual Output to Expected Output.,9d12728e-8ea2-43fb-a144-62606e640718,How is 'effectiveness' measured as a business driver?,Effectiveness measures the ability to achieve strategic objectives and is defined as the ratio of Actual Output to Expected Output.,2026-01-28T10:04:44.996007,1,2.36,1,3,7.0,0
How is 'efficiency' measured as a business driver?,Efficiency relates to resource optimization and is defined as the ratio of Actual Output to Input.,d1290c25-d83b-4da1-9f9c-3c3e32aa1ae3,How is 'efficiency' measured as a business driver?,Efficiency relates to resource optimization and is defined as the ratio of Actual Output to Input.,,0,2.5,0,0,1.0,1
What are the two main sourcing strategies for managing an information system?,In-house (internal management) and outsourcing (external management by a service provider).,3821c9b0-9709-434a-a305-c1dc1dcf3da2,What are the two main sourcing strategies for managing an information system?,In-house (internal management) and outsourcing (external management by a service provider).,,0,2.5,0,0,1.0,1
What are the unique characteristics of information as a resource?,"Information is intangible, not perishable, and self-regenerating. Unlike physical resources, it can be shared without being consumed and can grow through use.",9c33df01-0448-4205-855e-96ce260c0b45,What are the unique characteristics of information as a resource?,"Information is intangible, not perishable, and self-regenerating. Unlike physical resources, it can be shared without being consumed and can grow through use.",2026-01-31T09:06:41.022134,6,2.46,2,5,1.0,0
What tools do we need to manage information?,"We need tools to create, process, acquire, store, transmit, and present information.",fa9245fb-bb8f-469c-ada4-e398468b19d5,What tools do we need to manage information?,"We need tools to create, process, acquire, store, transmit, and present information.",2026-01-31T10:02:12.765907,6,2.22,2,3,1.0,0
What is a system in the context of information management?,A system is a set of procedures and tools to manage information. It takes information as input and produces valuable output.,c057df3b-4575-41bb-ab96-906f4bcf132e,What is a system in the context of information management?,A system is a set of procedures and tools to manage information. It takes information as input and produces valuable output.,2026-01-31T10:00:29.750103,6,2.22,2,3,1.0,0
What is the complete definition of an Information System (IS)?,"An IS is the set of procedures, tools, knowledge, infrastructure, resources, and technical skills needed to manage information.",eb5789cb-f7a5-40ba-9e39-605d1830eb91,What is the complete definition of an Information System (IS)?,"An IS is the set of procedures, tools, knowledge, infrastructure, resources, and technical skills needed to manage information.",2026-01-31T09:50:11.659007,6,2.22,2,3,1.0,0
What are the five main components of an Information System?,"1) Data - stored in databases, 2) Processes/Procedures - activities that transform data, 3) People - users who interact with the system, 4) Rules of the organization - business policies, 5) Information Technology (IT) - hardware, software, networks.",f6214c2b-2d16-40ca-96aa-e384e42a5618,What are the five main components of an Information System?,"1) Data - stored in databases, 2) Processes/Procedures - activities that transform data, 3) People - users who interact with the system, 4) Rules of the organization - business policies, 5) Information Technology (IT) - hardware, software, networks.",2026-01-31T09:37:42.067211,1,2.04,1,3,1.0,0
What is the role of Data in an IS?,Data is stored and managed in databases; it represents the events and resources of interest in the organization.,1bc8294f-2914-49b5-8306-5959cfb023a5,What is the role of Data in an IS?,Data is stored and managed in databases; it represents the events and resources of interest in the organization.,2026-01-31T09:22:27.007362,6,2.22,2,3,1.0,0
What is the role of Processes/Procedures in an IS?,"Processes are the activities (operational, tactical, strategic) that use and transform data into information, and automate part of the organization's workflows.",5ecbffd4-9fb0-4f5e-91bd-7344f0bfc208,What is the role of Processes/Procedures in an IS?,"Processes are the activities (operational, tactical, strategic) that use and transform data into information, and automate part of the organization's workflows.",,0,2.5,0,0,1.0,1
What is the role of People in an IS?,"People are the actors in the organization (users, managers, stakeholders) who interact with the system and make decisions.",58207a56-abfa-4289-8e8d-9f298af44091,What is the role of People in an IS?,"People are the actors in the organization (users, managers, stakeholders) who interact with the system and make decisions.",2026-01-31T09:34:56.039780,1,2.18,1,4,1.0,0
What is the role of organizational Rules in an IS?,"Rules are the business rules, policies, and organizational knowledge that shape how processes and data are managed.",c9695298-99ba-4a16-9cb8-22a93b7a12c8,What is the role of organizational Rules in an IS?,"Rules are the business rules, policies, and organizational knowledge that shape how processes and data are managed.",2026-01-31T09:45:36.764544,6,2.22,2,3,1.0,0
What does IT (Information Technology) include in an IS?,"IT is the technological component including hardware, software, networks, user interfaces, and communication infrastructures that processes, stores, and exchanges information.",f6b80b0e-8cfc-47ab-9187-3e3b8218f962,What does IT (Information Technology) include in an IS?,"IT is the technological component including hardware, software, networks, user interfaces, and communication infrastructures that processes, stores, and exchanges information.",2026-01-31T09:46:56.394229,6,2.22,2,3,1.0,0
How does an IS function as a complex entity?,"An IS: 1) Receives events (data) from the organization, 2) Transforms them into information according to user needs, 3) Aligns with business rules and goals, 4) Integrates databases, processes, user interaction, and technologies.",5083d5eb-4b96-4d38-a62b-45fee5cd7048,How does an IS function as a complex entity?,"An IS: 1) Receives events (data) from the organization, 2) Transforms them into information according to user needs, 3) Aligns with business rules and goals, 4) Integrates databases, processes, user interaction, and technologies.",2026-01-31T10:01:48.970116,6,2.22,2,3,1.0,0
What is the relationship between IT and IS?,"IT is only a subset of IS. IS encompasses the broader organizational context (people, processes, rules) while IT refers specifically to the technological components.",aaa39522-8a78-4173-9116-2895e6a31203,What is the relationship between IT and IS?,"IT is only a subset of IS. IS encompasses the broader organizational context (people, processes, rules) while IT refers specifically to the technological components.",2026-01-31T09:46:51.224323,6,2.22,2,3,1.0,0
